Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Wulandari, Ikawati, M., Meiyanto, E.","57202450212; 55189878500; 36114583200","The potency of Pentagamavunone-0 (PGV-0) as chemopreventive agent for the formation and growth of breast cancer as revealed in 3D model",2020,"Indonesian Journal of Biotechnology",25,"1",,21,27,,,10.22146/ijbiotech.51759,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091872668&partnerID=40&md5=926863a57d0d95153115de70e2a40797",Article,Final,Open Access,Scopus,2-s2.0-85091872668
"Falikul Isbah, M.","55566477400","Pesantren in the changing indonesian context: History and current developments",2020,"Qudus International Journal of Islamic Studies",8,"1",,65,106,,,10.21043/QIJIS.V8I1.5629,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091857363&partnerID=40&md5=e1e03ca6a5b64b52e80a6cdf274e69c1",Article,Final,Open Access,Scopus,2-s2.0-85091857363
"Aneu, A., Wijaya, K., Syoufian, A.","57219243754; 6701615215; 15849297500","Silica-Based Solid Acid Catalyst with Different Concentration of H<inf>2</inf>SO<inf>4</inf> and Calcination Temperature: Preparation and Characterization",2020,"Silicon",,"",,,,,,10.1007/s12633-020-00741-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091821644&partnerID=40&md5=87b7ad98e3fcd6b08ea681ec21d66ce9",Article,Article in Press,,Scopus,2-s2.0-85091821644
"Pradani, L., Rohman, M.S., Margino, S.","57219240279; 24491027700; 57196435541","The structural insight of class III of polyhydroxyalkanoate synthase from Bacillus sp. PSA10 as revealed by in silico analysis",2020,"Indonesian Journal of Biotechnology",25,"1",,33,42,,,10.22146/ijbiotech.53717,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091815252&partnerID=40&md5=1965496a3240954b3d8d41adae00ca0d",Article,Final,Open Access,Scopus,2-s2.0-85091815252
"Setyana, L.D., Mahardika, M., Suyitno","57203092912; 12776441000; 57216830308","Oblique gate direction during centrifugal casting in artificial lumbar disc model of CP-Ti",2020,"Acta Metallurgica Slovaca",26,"3",,132,137,,,10.36547/ams.26.3.535,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091721848&partnerID=40&md5=609f31f5547c8effa3566e069cdfa5e2",Article,Final,Open Access,Scopus,2-s2.0-85091721848
"Gunadi, Munandar, M.A., Fauzi, A.R., Simanjaya, S., Damayanti, W.","24337866800; 57219204036; 57203133889; 57214589656; 57202302237","Gastric stricture following corrosive agent ingestion: A case report",2020,"International Journal of Surgery Case Reports",75,"",,539,542,,,10.1016/j.ijscr.2020.09.067,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091685589&partnerID=40&md5=22ecf1eaa35af3d7fe6497cbd7d78bca",Article,Final,Open Access,Scopus,2-s2.0-85091685589
"Helmi, Fakhrudin, N., Nurrochmad, A., Arie Sudarmanto, B.S., Ikawati, Z.","57219172914; 36007191300; 9243439100; 57219183430; 7801693557","In vitro and in silico studies of secang wood (Caesalpinia sappan L.) extracts and Brazilin as natural phosphodiesterase-1 (PDE1) inhibitor for herbal cognitive enhancer development",2020,"Research Journal of Pharmacy and Technology",13,"5",,2269,2274,,,10.5958/0974-360X.2020.00409.6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091579502&partnerID=40&md5=c04c654e2233fe1a3b78b77c7e29e38a",Article,Final,,Scopus,2-s2.0-85091579502
"Hanafi, M.M.","54683870100","Trading performance of foreign and domestic investors: Evidence from Indonesia during the crisis and recovery periods",2020,"International Journal of Economics and Management",14,"2",,203,218,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091564606&partnerID=40&md5=5e0e7325a263acbd2b04d9a1d619c05d",Article,Final,,Scopus,2-s2.0-85091564606
"Hartopo, A.B., Puspitawati, I., Mumpuni, H.","36056281100; 57193212322; 57204037984","The ratio of circulating endothelin-1 to endothelin-3 associated with timi risk and dynamic timi risk score in st elevation acute myocardial infarction",2020,"Canadian Journal of Physiology and Pharmacology",98,"9",,637,643,,2,10.1139/cjpp-2019-0654,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091470154&partnerID=40&md5=abec41f111b3a631f3f3326b6f02a2dd",Article,Final,,Scopus,2-s2.0-85091470154
"Pujiarti, R., Suryani, S., Sunarta, S., Lukmandaru, G., Purba, B.A.V.","41262007100; 57205751436; 47862013300; 25629277200; 57219148692","Extractive contents and DPPH-scavenging activities of Bamboo leaf extracts from gigantochloa atter, dendrocalamus asper, and Gigantochloa verticillata | 三竹種(Gigantochloa atter, Dendrocalamus asper, Gigantochloa verticillata)竹葉萃取物含量 及清除DPPH自由基活性",2020,"Taiwan Journal of Forest Science",35,"1",,1,12,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091426107&partnerID=40&md5=c61f85f282c038a964bb8395dd17cc1d",Article,Final,,Scopus,2-s2.0-85091426107
"Alam, T., Suryanto, P., Handayani, S., Kastono, D., Kurniasih, B.","57193848095; 8509014600; 57212497031; 57195927029; 55623300600","Optimizing application of biochar, compost and nitrogen fertilizer in soybean intercropping with Kayu Putih (Melaleuca Cajuputi)",2020,"Revista Brasileira de Ciencia do Solo",44,"", e0200003,1,17,,,10.36783/18069657rbcs20200003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091349522&partnerID=40&md5=aa13f67bc362ad9178b89ac60fe2bf42",Article,Final,Open Access,Scopus,2-s2.0-85091349522
"Husni, A., Sulistyo, R.P., Rahma, S.A., Nugraheni, P.S., Budhiyanti, S.A.","37117167000; 57219097898; 57219090448; 24481835200; 54382906500","In vitro antidiabetic activity of sargassum hystrix extract and its ethyl acetate fractions",2020,"Systematic Reviews in Pharmacy",11,"12",,859,865,,,10.31838/srp.2020.5.126,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091235075&partnerID=40&md5=a82bfc0d5d6b9106c80138cd71c6aaeb",Article,Final,,Scopus,2-s2.0-85091235075
"Yulaikhah, Pramumijoyo, S., Widjajanti, N.","57195484685; 6507107806; 57205094937","Lineament trend analysis for designing of fault deformation monitoring network in the Sermo Reservoir Area, Yogyakarta, Indonesia",2020,"International Journal on Advanced Science, Engineering and Information Technology",10,"4",,1584,1590,,,10.18517/ijaseit.10.4.5806,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090823345&partnerID=40&md5=d589ed7148d967f768197aad9d968daf",Article,Final,Open Access,Scopus,2-s2.0-85090823345
"Sulaikhah, E.F., Kurniawan, R., Pradipta, M.F., Trisunaryanti, W., Syoufian, A.","57218908292; 57208594109; 57213197628; 6506869316; 15849297500","Cobalt doping on zirconium titanate as a potential photocatalyst with visible-light-response",2020,"Indonesian Journal of Chemistry",20,"4",,911,918,,,10.22146/ijc.49459,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090727018&partnerID=40&md5=c7d6e3be9b3b262fbcc3b5a491a5293b",Article,Final,Open Access,Scopus,2-s2.0-85090727018
"Trisunaryanti, W., Triyono, Paramesti, C., Larasati, S., Santoso, N.R., Fatmawati, D.A.","6506869316; 57209510793; 57218532075; 57218286390; 57203096409; 57213829893","Synthesis and characterization of ni-nh<inf>2</inf>/mesoporous silica catalyst from lapindo mud for hydrocracking of waste cooking oil into biofuel",2020,"Rasayan Journal of Chemistry",13,"3",,1386,1393,,,10.31788/RJC.2020.1335840,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090704866&partnerID=40&md5=44f338345e4d0b150049ccb1495797ce",Article,Final,Open Access,Scopus,2-s2.0-85090704866
"Kusumaningrum, S.B.C., Warmada, I.W., Wilopo, W., Retnaningrum, E.","57218907283; 6507577472; 24333853000; 57190936609","Bioleaching ability of fungi isolated from an indonesian sulfurous river sediment",2020,"Indonesian Journal of Chemistry",20,"4",,810,817,,,10.22146/IJC.44810,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090699446&partnerID=40&md5=51a90e4fee1672b0ba4670bc162417a0",Article,Final,Open Access,Scopus,2-s2.0-85090699446
"Supriatno","7409553232","S-phase kinase-associated protein-2 and nuclear factor-kappa beta as molecular targets of oral Burkitt’s lymphoma cell induced by quinolinone derivate-vesnarinone",2020,"Current Signal Transduction Therapy",15,"2",,88,93,,,10.2174/1574362413666180912113856,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090646253&partnerID=40&md5=591904ce89d9753a84293dccee124a43",Article,Final,,Scopus,2-s2.0-85090646253
"Atmoko, B.A., Maharani, D., Bintara, S., Suparta Budisatria, I.G.","57212414812; 54881785100; 57194173167; 57218893115","The behavior of Etawah Grade goats in early and late pregnancy period in a tropical area",2020,"Journal of Animal Behaviour and Biometeorology",8,"",,136,141,,,10.31893/JABB.20019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090645621&partnerID=40&md5=32d9da35a1a437cf892b33583a005e9b",Article,Final,Open Access,Scopus,2-s2.0-85090645621
"Hamzah, H., Hertiani, T., Pratiwi, S.U.T., Nuryastuti, T., Gani, A.P.","57205416045; 35329570500; 56610218800; 24166739500; 57218897014","Antibiofilm studies of zerumbone against polymicrobial biofilms of staphylococcus aureus, escherichia coli, pseudomonas aeruginosa, and candida albicans",2020,"International Journal of Pharmaceutical Research",12,"",,1307,1314,,,10.31838/ijpr/2020.SP1.211,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090643170&partnerID=40&md5=43c30419c7275c20fa1bedf002374557",Article,Final,,Scopus,2-s2.0-85090643170
"Djumanto","8900044000","Fish length and otolith size relationship of the channa striata in lake rawa pening, Central Java, Indonesia",2020,"AACL Bioflux",13,"4",,1917,1924,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090629255&partnerID=40&md5=0196a77b993ad4455bc7a3cf8837b217",Article,Final,,Scopus,2-s2.0-85090629255
"Helmiati, S., Rustadi, Isnansetyo, A., Zuprizal","57201774881; 57197768508; 6507970139; 7409522890","Replacement of fish meal with fermented moringa leaves meal and its effect on the growth performance of red tilapia (Oreochromis sp.)",2020,"AACL Bioflux",13,"3",,1622,1632,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090619623&partnerID=40&md5=45d75d18287b68ba3ba3a11c08b98b7a",Article,Final,,Scopus,2-s2.0-85090619623
"Rahma, A.A., Suryanti, Somowiyarjo, S., Joko, T.","57218872101; 57210631117; 8928730000; 17345721200","Induced disease resistance and promotion of shallot growth by bacillus velezensis B-27",2020,"Pakistan Journal of Biological Sciences",23,"9",,1113,1121,,,10.3923/pjbs.2020.1113.1121,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090535849&partnerID=40&md5=81ea283589a097a505f2484cab6e4c16",Article,Final,Open Access,Scopus,2-s2.0-85090535849
"Ibrahim, A., Budisatria, I.G.S., Widayanti, R., Atmoko, B.A., Yuniawan, R., Artama, W.T.","57198461764; 15052951400; 56741496000; 57212414812; 57218847413; 6507791305","On-Farm body measurements and evaluation of batur sheep on different age and sex in Banjarnegara regency, Indonesia",2020,"Advances in Animal and Veterinary Sciences",8,"10",,1028,1033,,,10.17582/JOURNAL.AAVS/2020/8.10.1028.1033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090404239&partnerID=40&md5=b90733a9a14554a0b1b719697d54d0f6",Article,Final,Open Access,Scopus,2-s2.0-85090404239
"Mulyana, B., Soeprijadi, D., Purwanto, R.H.","57193322371; 57190178579; 56703515600","Allometric model of wood biomass and carbon for gliricidia (gliricidia sepium (JACQ.) kunth ex walp.) at bioenergy plantation in Indonesia",2020,"Forestry Ideas",26,"1",,153,164,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090327526&partnerID=40&md5=17058c994d9497d5e3dfe52a00d73b4d",Article,Final,,Scopus,2-s2.0-85090327526
"Fauzi, F.Z., Kusumasari, B.","57218799983; 36460064500","Public-private partnership in Western and non-Western countries: a search for relevance",2020,"Journal of Financial Management of Property and Construction",,"",,,,,,10.1108/JFMPC-08-2019-0071,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090311632&partnerID=40&md5=05f5a950c8b702e594ec299de6c569d8",Article,Article in Press,,Scopus,2-s2.0-85090311632
"Hudayana, B., Suharko, Widyanta, A.B.","23670021500; 57191203334; 57218800759","Communal violence as a strategy for negotiation: Community responses to nickel mining industry in Central Sulawesi, Indonesia",2020,"Extractive Industries and Society",,"",,,,,,10.1016/j.exis.2020.08.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090300753&partnerID=40&md5=c6444abdb118001396659eb67b6a418c",Article,Article in Press,,Scopus,2-s2.0-85090300753
"Wihadmadyatami, H., Saragih, G.R., Gunawan, G., Mataram, M.B.A., Kustiati, U., Kusindarta, D.L.","56925321000; 57211133736; 57211133449; 57203993015; 57216658123; 8543474700","Morphological study of the Lingual papillae of Jentink’s flying squirrel (Hylopetes platyurus)",2020,"Thai Journal of Veterinary Medicine",50,"2",,239,249,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090272849&partnerID=40&md5=e6ff0439b96fa26f93ebf82cc27eaca2",Review,Final,,Scopus,2-s2.0-85090272849
"Qisthi, S.A., Saragih, D.S.P., Sutowo, D.W., Sirait, D.N., Imelda, P., Kencana, S.M.S., Makhmudi, A., Gunadi","57218775633; 57218775914; 57218775727; 57212349696; 57218776247; 57212344712; 56454436800; 24337866800","Prognostic factors for survival of patients with biliary atresia following kasai surgery",2020,"Kobe Journal of Medical Sciences",66,"2",,E56,E60,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090259521&partnerID=40&md5=5d3300321a83357810aa335326d36f47",Article,Final,,Scopus,2-s2.0-85090259521
"Astuty, A.T.J.E., Tjahajati, I., Nugroho, W.S.","57218700940; 57211806506; 57189465084","Detection of feline idiopathic cystitis as the cause of feline lower urinary tract disease in Sleman Regency, Indonesia",2020,"Veterinary World",13,"6",,1108,1112,,,10.14202/vetworld.2020.1108-1112,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090097560&partnerID=40&md5=20d75867e29d1eb994791550a497574c",Article,Final,Open Access,Scopus,2-s2.0-85090097560
"Hartopo, A.B., Sukmasari, I., Puspitawati, I., Setianto, B.Y.","36056281100; 57190001365; 57193212322; 36469084300","Serum Endothelin-1 Correlates with Myocardial Injury and Independently Predicts Adverse Cardiac Events in Non-ST-Elevation Acute Myocardial Infarction",2020,"International Journal of Vascular Medicine",2020,"", 9260812,,,,,10.1155/2020/9260812,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089958900&partnerID=40&md5=bf70b53c74ba2c8206a77082a4d75fa2",Article,Final,Open Access,Scopus,2-s2.0-85089958900
"Hamzah, H., Hertiani, T., Pratiwi, S.U.T., Murti, Y.B., Nuryastuti, T.","57205416045; 35329570500; 56610218800; 37005669000; 24166739500","The inhibition and degradation activity of demethoxycurcumin as antibiofilm on c. Albicans ATCC 10231",2020,"Research Journal of Pharmacy and Technology",13,"1",,377,382,,1,10.5958/0974-360X.2020.00075.X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089954671&partnerID=40&md5=cf0739ba036587682e600e70c7bb1e19",Article,Final,,Scopus,2-s2.0-85089954671
"Udasmoro, W.","56493135600","Experiencing literature discourses of Islam through Michel Houellebecq’s soumission",2020,"Kritika Kultura",2020,"35",,72,94,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089887689&partnerID=40&md5=aa066d977a2c48eca3abe9956663c373",Note,Final,,Scopus,2-s2.0-85089887689
"Pradana, Y.S., Dewi, R.N., Di Livia, K., Arisa, F., Rochmadi, Cahyono, R.B., Budiman, A.","57000531600; 57218616838; 57218618829; 57189388127; 57218103853; 55258706400; 57024917800","Advancing biodiesel production from microalgae Spirulina sp. By a simultaneous extraction-transesterification process using palm oil as a co-solvent of methanol",2020,"Open Chemistry",18,"1",,833,842,,,10.1515/chem-2020-0133,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089816191&partnerID=40&md5=d3de0f034ca30d474d40daa92fb3f2c5",Article,Final,Open Access,Scopus,2-s2.0-85089816191
"Prasakti, L., Pratama, S.H., Fauzi, A., Pradana, Y.S., Rochmadi, Budiman, A.","57200961497; 57201076814; 57215409634; 57000531600; 57218103853; 57024917800","Exergy analysis of conventional and hydrothermal liquefaction-esterification processes of microalgae for biodiesel production",2020,"Open Chemistry",18,"1",,874,881,,,10.1515/chem-2020-0132,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089803683&partnerID=40&md5=79f70e7498832c0b31f601b2db24cd17",Article,Final,Open Access,Scopus,2-s2.0-85089803683
"Sari, A.K.","28167889300","Mapping of change operations from gene ontology into medical subject headings",2020,"International Journal of Intelligent Engineering and Systems",13,"4",,44,55,,,10.22266/IJIES2020.0831.05,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089532725&partnerID=40&md5=32f7365d510450615f3a187c120edb21",Article,Final,Open Access,Scopus,2-s2.0-85089532725
"Yuniarti, Murachman, B., Purwono, S., Petrus, H.T.B.M.","57218548270; 6505865649; 6506448140; 36351170700","Kinetics on biomass conversion of terminalia catappa l. Shell through isothermal pyrolysis",2020,"Engineering Journal",24,"4",,49,62,,,10.4186/ej.2020.24.4.49,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089514515&partnerID=40&md5=0d8d932fe8fa7417295d1e43f5ac14e2",Article,Final,Open Access,Scopus,2-s2.0-85089514515
"Wirawan, A.A., Hutajulu, S.H., Haryani, H.","57218515465; 12776634300; 57194038727","The Effect of Prechemotherapy Education Using Audio Visual Methods on the Distress of Patients with Cancer",2020,"Journal of Cancer Education",,"",,,,,,10.1007/s13187-020-01830-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089382307&partnerID=40&md5=23a42e4e291632ba525a54cfdf921327",Article,Article in Press,,Scopus,2-s2.0-85089382307
"Suhendi, A., Rohman, A., Wahyono, D., Nurrochmad, A.","56678616200; 32668020600; 6507783323; 9243439100","Effect of snakehead fish (Channa striata) extracts on liver function in rats which receiving anti-tuberculosis",2020,"International Journal of Pharmaceutical Research",12,"",,979,984,,,10.31838/ijpr/2020.SP1.147,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089306275&partnerID=40&md5=8dbc04bfc909f80e219a73b51e53bf98",Article,Final,,Scopus,2-s2.0-85089306275
